"H3_c12","H3K18ac_c12","H3K27ac_c12","H3K27me3_c12","H3K36me3_c12","H3K4me1_c12","H3K4me3_c12","H3K9ac_c12","H4K5ac_c12","H4K8ac_c12","input_c12","input_c14a","input_c14c","input_c8","wt_H3","wt_H3K18ac","wt_H3K4me1","wt_ZLD","bcd1","cad1","D1","da2","dl3","ftz3","gt2","h1","hb1","hkb1","kni1","kr1","mad2","med2","prdBQ","prdFQ","run1","shn2","slp1","sna1","tll1","twi1","z2"
10,34,36,41,45,20,56,13,23,12,22,22,23,11,34.6,123.21,109.956,509.64,1.51123,4.19238,3.69297,1.68875,3.53655,0,2.44262,0,1.39475,2.07911,0,2.56079,0,3.28113,0,1.21582,1.37866,1.96457,4.3213,0,3.75954,3.66109,0
20,25,35,23,19,21,61,14,16,13,26,26,25,11,36.3,96.903,120.156,161.82,1.39051,2.18266,2.41785,1.69129,1.66528,1.85125,2.17809,0,1.29238,0,0,3.70072,0,1.53151,1.27486,0,0,0,2.03304,0,1.9747,3.22358,0
10,30,58,10,41,13,30,8,21,20,29,22,20,13,28,73.26,218.28,878.478,0,2.4067,4.98689,2.99997,2.29656,1.85125,1.80983,0,1.29238,0,0,4.95833,0,3.22871,0,0,0,0,3.19255,0,1.92484,2.06333,0
15,27,15,26,46,20,89,12,21,10,19,31,25,12,24.25,52.17,47.94,40.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33085,0
18,28,10,40,21,20,23,17,13,8,22,27,24,11,46.95,54.612,47.94,103.54,1.25853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,21,27,33,19,26,17,20,6,20,23,20,11,41.45,57.498,43.86,103.54,1.25853,0,0,0,1.22883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,20,26,54,54,16,70,5,20,6,20,24,19,14,34.65,57.498,75.48,101.06,0,0,0,0,1.22883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,20,26,54,38,22,61,10,17,5,18,22,23,11,35,65.046,75.48,89.59,0,0,1.2071,0,1.28011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,12,15,13,14,18,37,13,16,6,27,25,27,11,27.85,52.17,10.2,97.34,0,0,1.24818,0,1.26517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13,15,15,63,10,21,10,15,5,27,25,21,11,21.55,47.73,8.16,11.16,0,0,1.44543,0,1.05672,0,0,0,0,0,0,0,1.24899,0,0,0,1.26946,0,0,0,0,1.13805,0
26,15,31,28,39,25,0,15,24,11,22,28,19,11,28.45,27.528,20.4,24.18,0,0,0,0,0,0,0,1.54368,0,0,0,0,1.44487,0,0,0,0,0,0,0,0,0,1.22243
8,32,19,30,10,12,47,9,13,6,26,21,23,11,18.9,51.06,74.46,91.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,9,24,15,16,13,59,11,21,5,27,22,21,11,28.3,42.18,58.14,50.22,0,0,1.26117,0,0,0,0,1.57266,0,0,0,0,1.32672,0,0,1.17897,1.44035,0,0,0,0,0,0
20,13,26,13,20,11,42,20,15,5,28,22,22,9,35.2,49.95,36.72,19.84,0,0,0,0,0,0,0,0,1.27228,0,0,0,1.32972,0,0,0,1.44308,0,0,1.45173,0,0,0
23,31,25,17,46,14,89,16,18,9,22,24,25,14,37.25,53.058,42.84,70.68,1.24822,0,2.10313,1.18978,3.16293,0,0,1.50213,1.36203,1.48614,0,0,1.28104,2.40695,1.45217,1.39364,1.44171,0,0,1.47464,0,1.90946,1.52993
16,31,25,37,35,12,78,18,17,9,17,25,23,16,32,22.2,64.26,71.92,1.34329,0,2.43229,1.37483,3.34001,0,0,1.53882,1.36203,1.97242,0,0,1.36348,2.40695,1.45217,1.42251,1.65094,0,0,1.47464,0,1.90946,1.52993
12,17,23,32,33,12,56,10,14,7,17,20,22,16,35.7,32.19,57.12,43.4,0,0,1.16751,0,1.25329,0,0,0,0,1.97242,0,0,0,1.03785,0,0,0,0,0,0,0,0,1.30733
16,22,19,27,33,19,70,9,14,8,26,22,23,13,28.4,49.95,52.02,132.866,1.3366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,18,17,34,29,16,30,10,17,8,26,21,23,14,28.4,51.06,41.82,88.04,1.3366,0,1.27698,1.27315,1.27004,1.94941,0,0,0,0,0,0,1.44418,0,0,0,1.45695,0,0,0,0,0,0
15,18,24,8,38,13,33,16,18,6,20,23,23,10,37.95,37.74,21.42,93.62,0,0,1.27698,1.28919,1.27004,1.94941,0,0,0,0,0,0,1.46628,0,0,0,1.45695,0,0,0,0,0,0
13,15,18,10,16,24,37,12,23,7,19,28,25,10,24.4,45.51,114.648,68.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,8,30,26,8,11,26,10,17,5,19,22,19,4,17,13.32,37.74,42.16,0,0,0,0,1.09827,0,0,0,1.13928,0,0,1.01165,1.31209,0,0,1.12219,1.2957,0,0,1.30529,0,1.15022,0
15,20,14,15,29,19,16,14,15,9,26,23,20,5,27.35,33.3,43.452,57.04,0,0,1.699,1.31676,4.11888,0,4.11197,0,1.9406,0,0,2.89093,0,1.86943,0,0,0,0,0,0,0,1.41214,1.26352
19,17,18,34,12,14,63,9,16,9,21,24,20,12,47.75,52.17,188.598,257.3,0,0,1.46785,1.15557,2.67758,0,1.85863,1.86649,1.42501,1.13396,0,1.88835,0,1.38754,1.25274,1.17037,0,0,0,0,1.69698,1.26965,0
12,14,21,28,42,15,23,9,18,12,22,21,28,10,49.75,64.38,168.3,321.718,1.36523,2.5349,4.0545,2.53433,2.28604,0,2.60944,6.02356,2.21297,3.6693,0,3.15722,0,2.88263,1.59832,1.58021,1.56454,0,2.05377,0,3.46381,2.96709,1.28411
16,24,26,44,46,30,26,10,19,13,21,28,22,11,27.95,64.38,90.78,143.84,0,0,1.30758,2.47462,1.3927,0,3.19174,0,1.28488,0,0,2.11517,0,0,0,0,0,0,0,0,1.84309,1.30059,0
15,12,40,34,25,11,40,15,17,9,18,19,18,9,19.7,58.83,42.84,102.858,0,0,3.49224,2.72114,2.35798,0,3.14189,8.63736,0,2.1044,0,3.81308,0,1.73548,1.50723,1.47269,2.21358,2.0052,2.24927,0,2.17017,3.5042,0
15,19,29,16,46,16,26,16,14,8,23,17,21,8,25.4,25.53,113.22,26.66,0,0,1.24054,1.22563,1.17945,0,0,2.54032,0,0,0,1.73228,0,1.60532,1.22219,1.27103,0,0,0,0,0,1.72442,1.24111
6,7,22,7,0,0,0,7,7,8,13,17,17,5,9,23.088,11.22,49.6,1.23296,1.91926,2.06438,1.54345,2.39056,0,0,1.45693,1.30612,2.28257,0,1.28214,1.45538,2.30878,1.23022,1.35829,1.39224,0,1.77719,0,0,1.87551,1.23565
16,14,18,18,14,16,40,9,13,2,22,17,24,13,18.7,22.2,64.056,109.12,1.19032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,15,46,20,35,12,66,13,16,6,16,15,23,11,23.1,26.64,45.9,77.004,0,0,1.18186,0,0,0,0,0,0,0,0,0,0,1.25831,0,0,0,0,0,0,0,0,0
14,12,26,58,19,13,68,12,18,8,17,22,26,11,23.9,39.96,68.34,112.22,0,0,0,1.2528,1.10768,0,0,0,0,0,0,0,1.42269,1.32703,0,0,0,0,0,0,0,1.29068,0
17,15,27,30,23,15,30,10,17,5,24,15,23,11,35.45,47.73,93.84,34.72,0,0,0,0,0,0,0,0,0,0,0,0,1.36518,0,0,0,0,0,0,0,0,0,0
15,16,4,7,5,20,37,15,18,5,18,18,28,9,27.9,22.2,49.98,20.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,20,13,40,42,21,23,13,16,6,20,22,20,11,27.55,39.96,46.92,21.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,22,19,45,16,31,83,13,15,6,20,28,27,12,31.45,55.5,35.7,21.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,27,36,45,54,12,56,14,17,12,24,29,35,22,31.5,55.5,57.12,75.02,0,0,0,1.20447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,27,21,14,54,15,37,16,17,12,24,19,30,22,31.2,41.07,58.14,75.02,0,0,0,1.20447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,30,34,47,0,26,75,22,31,10,26,28,29,12,39.3,21.09,31.62,229.4,0,0,1.14049,1.1678,0,1.63818,0,1.43203,0,0,0,1.21816,1.50212,0,0,0,1.38107,0,1.50837,1.29068,0,1.14106,0
22,11,18,36,12,6,73,13,14,5,19,17,21,14,27,52.17,52.02,53.32,0,0,0,0,0,0,0,0,0,0,0,1.31727,0,0,0,0,0,0,0,0,0,0,0
18,20,30,22,29,18,78,14,16,6,23,13,19,13,33.75,43.29,42.84,73.78,0,0,0,0,0,0,0,0,0,0,0,1.30779,0,0,0,0,0,0,0,0,0,1.11938,0
16,7,18,13,4,15,42,10,16,7,22,15,26,10,33.25,34.41,31.212,83.7,0,0,1.2364,1.32754,1.07439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,11,7,11,4,10,2,6,17,4,20,12,17,10,22.8,22.2,15.3,6.076,0,0,1.24694,1.33911,1.14737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26746,0
13,6,15,34,54,19,52,11,12,8,20,16,24,10,21.4,9.99,37.74,34.72,0,0,1.37386,1.39004,1.14765,0,0,0,0,1.84801,0,1.31233,0,0,0,1.26766,1.45252,0,0,1.41571,0,2.47463,0
10,19,23,27,21,11,66,11,18,6,19,19,26,13,26.3,52.17,31.62,51.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,17,17,31,16,6,63,11,16,5,19,15,21,13,24.6,52.17,106.08,75.02,0,0,0,0,0,0,0,1.57433,0,0,0,0,1.40558,0,0,0,0,0,0,0,0,1.19764,0
23,17,27,47,13,19,63,10,19,5,19,18,24,12,27.7,46.62,106.08,32.24,0,0,0,0,0,0,0,1.57433,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19764,0
12,10,17,17,38,14,54,10,15,5,17,15,21,12,23.5,31.857,56.712,68.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33842,0,0,0,0,0,0,0,0,0
17,24,42,31,14,14,26,13,18,9,28,26,24,15,33.9,34.41,55.08,203.298,1.83989,1.6229,2.70143,4.2319,2.24256,0,3.46414,2.21667,0,3.44941,0,2.12335,0,3.82122,1.58972,1.56183,2.12404,1.95905,8.49681,0,4.18865,2.77601,1.2189
11,29,29,39,32,32,23,14,15,6,23,26,24,13,36.5,63.27,70.584,107.26,0,1.78078,1.24224,2.02119,1.29128,0,1.78568,0,0,0,0,1.90557,0,1.27244,1.30253,1.40663,0,0,0,0,2.10309,1.90047,1.16992
10,29,18,39,7,32,23,14,20,7,22,24,25,15,36.5,108.78,93.84,107.26,0,1.76016,1.45789,2.02119,1.81423,0,1.9196,0,0,0,0,1.90557,0,1.27244,1.30253,1.40663,0,0,0,0,2.11727,1.94605,1.25741
14,22,17,26,24,12,87,16,15,10,20,24,20,11,31.1,61.05,78.54,74.4,0,0,0,0,1.05778,0,1.8292,0,0,0,0,0,0,1.23238,0,0,0,0,0,0,0,0,0
10,22,18,25,16,10,87,16,14,6,21,24,20,11,27.8,25.53,78.54,43.4,0,0,0,1.256,1.26105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3093
15,16,17,34,44,19,85,7,22,5,18,22,21,9,27,45.51,98.94,31.62,0,0,0,0,1.07265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11511
16,12,27,21,9,23,85,10,17,6,21,32,29,9,27,73.26,38.76,60.14,0,0,0,1.22631,1.08328,0,0,0,0,0,0,0,1.3452,0,0,0,0,0,0,0,0,1.12834,0
12,19,20,35,6,13,35,7,14,6,19,28,29,10,22.4,36.075,31.62,50.84,0,0,1.76839,1.18065,1.43249,0,0,0,0,1.52183,0,0,0,0,0,0,1.28296,0,0,0,0,1.13386,0
20,13,41,40,39,23,30,19,18,9,21,21,36,8,25.4,32.19,27.54,132.06,0,0,1.28999,1.49359,1.21738,0,0,0,0,0,0,0,1.31722,0,0,1.20156,1.3764,0,1.73103,0,0,1.2339,0
13,31,21,21,47,23,61,11,19,8,20,21,29,14,36.9,55.5,58.14,83.7,0,0,0,1.37104,0,0,0,0,0,0,0,0,0,0,0,1.20156,0,0,0,0,0,1.15198,0
12,15,18,49,53,23,94,18,21,9,24,25,27,13,29.05,75.258,41.82,64.48,0,0,0,0,0,0,0,0,0,0,0,1.56647,0,0,0,0,0,0,0,0,0,0,0
13,28,35,47,10,30,59,11,12,7,17,22,20,18,23.8,35.52,82.926,35.34,0,0,0,0,0,0,0,0,0,0,0,1.44945,0,0,0,0,0,0,0,0,0,0,0
17,20,50,55,7,26,66,16,14,8,22,27,23,11,28.05,83.25,82.926,31.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,9,21,21,20,16,66,12,16,9,21,19,23,13,32.75,56.61,49.98,88.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,29,19,27,49,11,44,13,17,7,20,21,23,11,26,71.04,76.092,84.32,0,1.80214,8.80749,3.65481,2.05139,1.57769,4.23876,6.14214,0,1.86169,0,2.60916,1.86682,2.56702,1.6223,2.05083,2.03136,2.2439,15.4685,0,2.58315,3.0978,0
13,15,20,35,49,23,59,15,15,9,21,23,20,12,26.4,55.5,69.36,174.84,0,0,1.58219,1.98201,1.4959,1.80093,0,1.70081,0,0,0,1.72352,0.978341,1.39748,1.15671,1.22598,1.89455,0,2.71147,0,0,2.13293,0
21,23,24,37,10,18,47,15,21,8,25,17,26,11,27.4,66.6,41.82,84.94,0,0,0,0,1.14486,0,0,0,0,0,0,1.34326,0,0,0,0,0,0,0,0,0,1.1483,0
15,19,26,55,35,19,28,15,13,9,21,27,26,12,26,44.4,45.9,45.26,0,0,0,1.65627,1.13893,0,0,0,0,0,0,0,0,1.10631,1.22575,1.2537,0,0,0,0,0,2.28446,1.25394
15,19,14,55,28,14,37,13,14,7,19,24,26,11,22.5,59.94,56.1,41.54,0,0,1.21439,1.60152,1.07798,0,0,0,0,0,0,0,0,1.28958,1.22575,1.2537,1.46493,0,0,0,0,2.85172,0
14,27,25,30,75,17,52,11,16,9,19,24,21,13,32.5,59.94,56.1,65.1,1.20409,1.69505,1.85871,2.65629,1.88295,0,2.02588,1.54403,0,0,0,2.65216,0,1.55005,1.46669,1.6568,1.95484,1.54461,2.20202,0,0,3.07109,0
20,17,39,37,10,15,37,9,11,9,16,25,32,8,29.3,40.071,69.36,140.74,0,0,1.65982,2.81169,4.27504,0,0,0,1.35744,0,0,1.32528,1.42202,1.79354,1.21782,1.19961,1.93287,0,1.7425,1.40606,0,3.85367,1.21186
15,33,29,28,45,21,30,18,20,17,19,25,31,12,29.65,90.021,66.3,151.652,1.28681,1.92062,1.2992,2.40188,1.35559,0,0,0,0,1.91278,0,1.51101,1.36231,1.43989,1.85402,1.74355,2.00441,0,4.31686,1.35311,1.63173,4.26445,0
6,22,26,1,0,27,11,7,10,10,15,21,17,9,9.4,46.62,61.71,1483.78,1.73578,13.198,10.8962,3.23735,4.51265,1.56497,5.34987,2.87502,3.18479,3.15115,2.2133,4.90593,1.2608,4.12269,1.43461,1.60973,1.82932,4.19902,1.74396,2.66883,3.4937,6.47964,0
10,4,32,30,6,6,11,8,9,10,15,11,13,9,35.7,52.17,104.04,92.256,0,0,1.49364,0,1.30448,1.86658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,24,17,23,29,11,63,16,13,7,22,25,22,8,30.8,80.919,37.128,123.38,0,1.96827,1.4815,1.15846,1.39162,0,0,0,0,0,0,1.3286,0,0.850112,0,0,0,0,0,0,0,1.32284,0
17,14,15,46,25,12,30,34,14,7,28,27,25,11,52.4,46.62,35.7,76.88,0,1.96827,1.43868,0,1.35684,0,0,0,0,1.64585,0,0,0,0,0,0,0,0,0,0,0,1.32284,0
18,26,14,55,33,18,82,14,20,10,27,35,36,21,50,78.144,44.88,72.54,0,0,0,1.19636,1.05216,0,0,0,0,0,0,1.28004,0,1.24622,0,1.20301,0,0,0,0,0,1.1826,0
20,23,43,34,29,23,42,13,19,10,26,25,30,16,33.9,63.492,34.68,74.4,0,0,0,1.19938,1.11123,0,0,0,0,0,0,1.32117,0,1.26618,0,0,0,0,0,0,0,1.175,0
22,14,43,42,52,15,52,28,19,12,41,37,35,14,41.3,63.27,32.844,74.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16426,0
24,23,27,42,37,23,61,20,21,12,26,34,35,17,36.4,95.46,39.78,63.116,0,0,1.19851,0,1.11652,0,0,0,0,1.68736,0,0,0,0,0,0,0,0,0,0,0,0,0
9,13,21,30,27,22,16,5,15,5,19,16,23,9,27.75,56.61,53.04,84.94,0,1.7712,1.78824,1.27101,1.58369,0,0,0,1.43654,1.35951,0,1.30583,0,1.25474,0,0,0,0,1.92895,0,0,0,0
16,13,21,34,15,22,54,15,22,7,17,21,27,10,32.55,58.83,83.436,84.94,0,1.44949,1.71317,1.23847,1.58369,0,0,0,1.27456,0,0,1.3405,0,1.25474,0,1.20587,0,0,1.5893,0,0,0,0
15,11,23,36,48,22,75,15,20,12,25,21,17,11,26.4,56.61,53.04,107.26,0,0,0,1.26493,0,0,0,0,0,0,0,0,0,0,1.26899,1.42325,0,0,0,0,0,0,0
23,36,13,16,22,20,56,18,18,10,25,24,22,10,34.55,50.616,59.568,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,21,19,31,46,18,61,15,18,8,24,19,29,12,29.5,59.052,52.02,84.32,0,0,0,1.17056,1.11708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09102,0
13,31,19,27,46,15,47,7,18,9,21,25,23,10,28.8,72.15,66.3,39.68,0,0,0,1.40422,1.06326,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00335,0,0,1.45527,0
15,10,18,27,20,9,35,13,18,13,23,21,25,10,32.75,59.829,66.3,95.604,0,0,1.14062,1.40422,1.15182,0,0,0,0,0,0,0,0,1.0917,0,0,0,0,0,0,0,1.13473,0
9,16,23,47,25,14,68,7,19,12,25,23,21,10,28,53.28,45.9,278.318,1.96648,1.89432,3.83373,1.88266,2.41045,2.36759,2.41622,3.01002,1.52406,4.32688,0,4.51596,0,2.44792,1.83893,1.9545,1.51413,2.37214,5.39928,0,7.03051,1.99702,1.26246
9,24,34,47,22,15,16,7,14,9,20,27,25,11,28,42.18,53.04,76.26,0,0,1.54348,1.18263,1.31868,0,0,0,0,0,0,1.63549,0,1.27301,0,0,0,0,2.3905,0,2.12408,1.05299,1.27533
17,28,15,54,11,15,47,17,14,12,25,27,18,12,29.4,59.94,58.14,47.12,1.34287,1.65713,1.44196,1.18239,1.40714,0,1.88077,0,1.1911,1.43469,0,1.21634,1.24667,1.49091,1.21307,0,0,0,1.66318,0,2.10232,1.19227,0
18,29,49,26,11,29,33,13,21,15,29,28,30,12,27.9,79.92,221.646,728.562,1.92747,2.33655,4.08152,3.51625,4.94268,0,3.00476,1.53057,1.85712,2.15025,0,2.91261,1.85302,2.99994,1.36874,1.33749,1.5011,2.54427,5.46334,0,5.28211,2.63293,1.26988
2,14,9,6,0,7,0,7,6,6,15,24,21,12,48.55,38.85,64.26,130.82,0,1.758,1.37787,0,1.10315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,30,32,25,4,20,42,19,22,10,27,25,31,11,44.75,37.74,80.274,49.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,23,14,32,29,12,44,8,22,12,27,24,23,14,32,45.51,80.274,63.24,0,0,0,1.42791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,18,14,36,20,10,54,12,14,7,17,26,22,14,31.15,34.41,29.58,75.02,0,0,0,1.38015,1.07289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,16,14,46,46,6,54,18,18,7,17,25,22,11,31.15,69.93,23.868,76.88,0,0,1.21544,0,1.07289,0,0,0,0,0,0,0,0,0,0,0,1.36337,0,0,0,0,1.07798,0
17,20,44,31,11,23,134,18,20,9,18,22,21,10,32.2,66.6,38.76,36.58,0,0,1.2584,0,1.0591,0,0,0,0,0,0,0,0,1.25896,0,0,1.43871,0,0,0,0,1.27894,0
15,20,44,25,17,17,134,16,21,11,20,21,26,8,31.15,66.6,32.742,72.54,0,0,0,1.38374,1.07632,0,0,0,0,0,0,0,0,1.25041,0,0,0,0,0,0,0,1.07122,0
13,15,19,27,12,20,75,12,18,11,22,19,25,13,24.7,74.37,39.78,88.04,0,0,1.23386,1.22891,1.09023,0,0,0,0,0,0,1.31625,0,1.49837,0,1.16417,1.37249,0,1.59565,0,0,1.23053,0
12,26,15,26,42,16,61,18,18,8,22,22,17,10,33.5,58.83,44.88,58.9,0,1.74116,1.31487,1.20595,1.14235,0,1.57524,1.44809,0,1.33508,0,1.60585,1.21943,1.17675,0,1.16337,1.36918,0,1.72309,0,1.86022,1.22227,0
12,26,18,22,11,13,61,8,17,8,17,25,21,10,30.15,46.731,80.58,171.244,0,9.46339,6.66597,3.86051,5.2245,2.57242,4.44788,10.6685,1.69009,3.72665,2.10767,3.78728,0,2.68162,2.44802,2.93501,5.20717,2.32872,17.0486,0,6.33589,3.23432,0
15,34,17,47,17,19,47,12,12,12,24,23,23,12,51.85,48.84,159.12,338.148,1.99697,3.40677,2.23824,2.15686,5.49629,1.52506,3.65666,1.81468,1.38599,1.70814,0,1.64286,0,2.72419,1.37389,1.39494,2.61001,1.42531,3.72903,0,2.54919,1.89253,1.21199
15,30,27,22,36,19,68,16,16,12,24,31,22,10,32.4,46.62,59.16,70.308,1.3534,2.8711,3.38506,3.37419,1.7924,2.16015,2.19649,0,1.31099,2.48126,0,2.31417,0,1.50378,1.60087,1.94718,1.63584,0,0,0,2.38457,1.45958,0
12,25,14,40,53,19,54,17,13,10,21,19,20,9,24.75,67.488,64.26,125.798,1.38681,9.17423,8.37549,1.37601,2.40977,2.44348,8.28879,2.52584,5.1612,2.02721,4.58069,5.06471,0,2.03253,1.38884,1.36882,1.3242,1.89974,1.70678,0,2.54659,2.16547,0
16,21,17,17,11,7,40,13,17,12,24,19,20,10,24.7,54.39,72.42,611.01,1.39286,6.43416,3.59642,2.56089,3.57063,5.7563,3.95101,12.8035,1.44776,2.23396,2.03383,4.1803,0,3.42753,5.81981,7.12545,1.5969,2.72345,5.18853,0,3.91794,3.37089,0
14,31,33,30,11,23,68,18,17,17,22,20,22,9,31.6,97.68,66.3,79.36,0,2.54295,1.90309,2.42244,1.68737,5.28658,2.27307,7.38643,1.27237,0,0,1.7191,0,2.05796,2.84534,3.59328,0,2.25869,2.99924,0,2.39773,2.53793,1.2147
15,18,20,16,46,22,40,13,15,13,18,27,22,10,25.85,78.81,86.7,804.326,2.96829,7.27646,6.94471,1.65308,3.34718,0,8.52395,2.06512,2.11138,7.07921,2.55789,6.62957,0,2.03233,0,0,0,2.02958,11.4695,0,10.8261,2.46526,0
11,34,12,40,44,10,52,12,16,10,22,28,22,8,25.85,74.37,135.66,55.18,0,1.98492,1.41347,0,1.28209,0,0,0,0,0,0,1.31585,0,1.26468,0,0,0,0,1.84292,0,1.72407,1.12738,0
18,34,17,40,44,10,59,19,16,17,22,25,25,7,34.75,61.05,135.66,58.9,0,0,1.32013,0,1.17577,0,0,0,0,0,0,1.17162,0,0,0,0,0,0,1.29528,0,0,0,0
18,26,21,23,22,24,59,19,15,17,24,25,25,9,34.75,49.95,89.25,32.24,1.24738,1.82045,1.84095,1.47829,1.63544,0,1.75329,0,0,1.54244,0,1.5541,0,1.81806,0,1.1904,0,0,0,0,1.8679,1.3566,0
18,15,17,23,35,15,42,15,23,15,20,22,23,15,35.3,48.84,89.25,610.266,1.31506,2.53098,2.50925,1.8477,2.18699,0,2.2303,0,0,1.63307,0,1.7965,0,2.36601,0,0,0,0,0,0,2.31388,1.74241,0
19,31,25,27,3,18,52,15,19,12,20,26,35,16,39.25,48.84,45.9,76.942,0,0,1.18196,0,1.37608,0,0,0,0,0,0,0,0,1.26002,0,0,0,0,0,0,0,1.14048,0
10,14,40,45,30,26,73,13,20,14,22,21,23,15,31.75,56.61,70.992,37.2,0,0,2.21192,1.91442,2.58037,0,2.18749,1.49349,0,1.52638,0,1.36279,1.33588,1.56082,0,1.17736,1.59576,0,1.71155,0,1.59132,2.0064,0
19,37,19,46,36,19,52,15,18,16,27,29,23,14,30.75,73.26,140.76,549.258,1.36241,6.83762,8.20675,3.96927,3.24924,3.27769,8.1098,2.35646,0,3.87478,2.70833,7.85457,0,3.40018,5.54327,7.27134,1.81182,2.54601,2.78723,0,12.6656,6.25005,0
15,38,20,37,37,16,40,16,15,16,32,27,22,14,28.5,78.81,94.86,856.902,0,2.07952,2.20111,4.57309,3.4079,0,3.47374,3.72277,1.30464,0,0,2.45799,0,3.89538,2.03901,2.26737,2.09202,0,2.74854,0,1.7588,4.17531,0
16,38,19,28,20,31,100,13,14,18,32,22,28,12,46,49.95,94.86,856.902,0,2.05359,2.20111,4.24209,3.4079,0,3.41904,3.72277,1.23047,0,0,2.23233,0,3.89538,2.03901,2.26737,2.03197,0,2.52557,0,0,3.61165,0
10,24,43,18,28,14,56,11,20,12,20,25,20,14,23.6,45.51,146.88,968.502,0,2.10062,3.63513,2.25235,4.19875,0,0,2.03884,1.57743,1.54554,0,2.0817,0,3.81838,1.49066,1.69239,1.48949,0,0,0,2.1277,2.79647,1.29556
12,31,43,40,28,15,56,18,20,12,20,25,25,14,27.1,52.836,146.88,46.5,0,1.85054,1.67912,1.68758,2.23804,0,1.86044,1.26982,1.50939,0,0,1.56824,0,2.22013,1.26574,1.2081,1.19538,0,0,0,2.07396,1.82392,1.16694
15,13,27,46,36,18,54,14,14,9,21,20,21,13,29.4,48.84,25.296,73.16,0,0,1.28231,0,1.06432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16382,0
14,19,19,20,17,12,23,7,13,7,15,21,23,9,28.55,33.3,35.7,9.92,0,0,1.59243,1.9907,1.91435,0,1.52509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15485,0
12,14,26,45,34,22,85,10,16,6,13,21,18,10,24.65,63.492,34.68,94.24,0,0,1.2578,1.19151,1.22528,0,0,0,1.31035,0,0,1.37099,1.19719,0,0,0,1.32771,0,1.82477,1.36366,0,1.13574,0
12,20,14,17,24,24,54,8,20,9,24,22,26,12,40.5,58.83,64.26,115.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27412,0,0,0,0,0,0,0,0,0
10,18,10,17,26,15,37,8,18,8,13,23,26,10,25.25,55.389,74.46,64.48,1.30907,0,0,1.18163,1.30177,0,2.63903,0,1.44134,2.06816,0,1.34813,0,0,0,1.18018,0,0,0,0,0,0,0
20,25,32,26,38,18,80,12,15,7,26,22,27,12,30.55,51.06,114.24,52.452,0,0,1.24555,1.40896,1.31151,0,0,1.84914,0,0,0,1.39584,0,1.31556,2.64414,3.1369,1.22632,0,0,0,0,1.49005,1.34118
